timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
0.000000,1.631478,30.389610,34.525330,97.118437,70.741815
0.100000,1.631478,30.389610,34.525330,97.118437,70.741815
0.200000,1.631478,30.389610,34.525330,97.118437,70.741815
